# list of object assets to load in this scene
[ASSETS]
jason.txt
coin.txt
cloud.txt
brick.txt
enemies.txt
sophia.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Jason , 1 = Brick, 2 = BlackWalker, 3 = FlyingBoom, 4 = BeetleHead , 101 = Sophia
# See OBJECT_TYPE constants in AssetIDs.h

#background
#9999	1024	1024
#9999	3072	1024

#Platform
#lastbottom
5	1024	16	2048	32	1	20020	20020	20020
5	3072	16	2048	32	1	20020	20020	20020
#start map 1 doan 1
# Cot Da Dau tien
5 	280	1115	16	16	2	20004	20005	20006
5 	280	1130	16	16	2	20004	20005	20006
5 	280	1145	16	16	2	20004	20005	20006
5 	280	1160	16	16	2	20004	20005	20006
5 	280	1174	16	16	2	20004	20005	20006
5 	296	1190	16	16	1	20004	20005	20006
5 	296	1205	16	16	1	20004	20005	20006
5 	280	1220	16	16	2	20004	20005	20006
#hang co 1
5 	310	1112	16	16	7	20001	20001	20001
#hang co 2
5 	422	1095	16	16	13	20001	20001	20001

#hang co 3
5	630	1110	16	16	3	20001	20001	20001
5	630	1095	16	16	3	20004	20005	20006

#hang co 4
5	676	1095	16	16	4	20001	20001	20001
#hang co 5
5	775	1110	16	16	2	20001	20001	20001
#hang co 6
5	854	1130	16	16	8	20001	20001	20001
#hang co 7
5	983	1095	16	16	6	20001	20001	20001
#hang co 8
5	1080	1112	16	16	3	20001	20001	20001

#hang co 9
5	1128	1100	16	16	5	20001	20001	20001
#hang co 10
5	1206	1116	16	16	3	20001	20001	20001
5	1206	1101	16	16	3	20004	20005	20006
#hang co 11
5	1288	1145	16	16	2	20001	20001	20001
#hang co 12
5	1366	1129	16	16	4	20001	20001	20001
#hang co 13
5	1480	1146	16	16	2	20001	20001	20001
#hang co 14
5	1544	1113	16	16	2	20001	20001	20001
#hang co 15
5	1620	1130	16	16	4	20001	20001	20001
#hang co 16
5	1702	1113	16	16	2	20001	20001	20001
#hang co 17
5	1765	1113	16	16	2	20001	20001	20001
#hang co 18
5	1832	1113	16	16	2	20001	20001	20001
#hang co 19
5	1895	1113	16	16	2	20001	20001	20001
#hang co 20
5	1959	1113	16	16	4	20001	20001	20001

#end map 1 doan 1

#start map 1 doan 2

5	2032	1024	32	2048	1	20012	20012	20012
5	2064	1024	54	2048	1	20016	20016	20016

#hang co 1
5 	2088	1112	16	16	5	20001	20001	20001
5 	2230	1112	16	16	4	20001	20001	20001
#hang co 2
5 	2153	1160	16	16	3	20001	20001	20001
#hang co 3
5 	175	1112	16	16	3	20001	20001	20001

#hang co 4
5 	2097	1015	16	16	5	20001	20001	20001
5 	2097	890	16	16	5	20001	20001	20001

#hang co 5
5 	2198	1052	16	16	5	20001	20001	20001

#hang co 6
5 	2153	970	16	16	3	20001	20001	20001


#hang co 7
5 	2200	922	16	16	5	20001	20001	20001
#hang co 8
5 	2100	825	16	16	11	20001	20001	20001
#end map 1 doan 2

#start  map 1 doan 3

5	2560	604	96	432	1	20014	20014	20014
//cot da ben trai

5	2310	1024	90	2048	1	20013	20013	20013

#hang co 1
5 	2343	922	16	16	3	20001	20001	20001

#hang co 4
5 	2358	828	16	16	7	20010	20010	20010
#hang co 5
5 	2536	828	16	16	5	20010	20010	20010

#hang co 6
